"","MSZoning","Utilities","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","ExterQual","ExterCond","BsmtQual","BsmtCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageArea","GarageQual","GarageCond","OpenPorchSF","PoolArea","Fence","MoSold","YrSold","SaleType","SaleCondition","SalePrice","logPrice"
"649",1,1,16,1,2,6,5,1956,2,1,2,1,1436,1,4,1,1,1689,3,1,2,7,1,1,3,480,1,1,0,0,2,11,2009,3,1,127500,11.7558716435806
"266",2,1,5,4,2,6,5,1998,2,2,3,2,1237,1,1,1,1,1337,2,1,2,5,1,0,1,405,1,1,199,0,1,3,2006,1,1,153500,11.9414558460094
"660",1,1,3,1,2,6,5,1969,1,2,2,1,1844,1,2,1,1,1844,3,1,1,7,1,1,2,540,1,1,73,0,1,12,2006,1,1,223000,12.3149270504423
"626",1,1,24,1,3,5,6,1924,2,1,2,1,1026,1,3,1,1,1691,3,1,1,6,1,1,3,308,1,1,0,0,1,5,2010,1,1,127000,11.7519423654407
"253",2,1,14,1,1,6,7,1914,2,1,2,1,684,1,3,1,1,1355,3,1,1,7,1,0,1,0,4,3,0,0,1,3,2007,1,1,127000,11.7519423654407
"561",1,1,12,1,5,5,5,1962,2,1,2,1,925,1,3,1,1,999,3,1,2,6,1,0,1,300,1,1,72,0,1,5,2006,1,1,134500,11.809319478024
"320",1,1,12,1,2,4,7,1970,2,2,2,1,864,1,1,1,1,864,3,1,2,5,1,0,1,463,1,1,0,0,1,7,2009,1,1,124500,11.7320609948869
"127",1,1,24,1,3,6,5,1925,2,1,2,1,1181,1,4,1,1,1694,4,1,2,7,1,1,3,576,1,1,0,0,1,6,2008,1,1,136500,11.8240798936072
"576",1,1,9,1,1,6,7,1915,2,1,2,1,698,1,1,1,3,1396,3,1,2,7,1,0,1,384,1,1,0,0,1,7,2007,1,1,153575,11.9419443260321
"742",1,1,21,4,2,6,5,1976,2,1,1,1,1078,1,3,1,1,958,2,1,2,5,1,1,2,440,1,1,205,0,1,2,2007,1,1,128000,11.7597855429018
"327",1,1,7,1,1,7,5,1968,2,1,2,1,832,1,2,1,1,1978,4,1,2,9,1,1,3,486,1,1,43,0,4,4,2008,1,1,176000,12.0782392740203
"151",1,1,10,1,2,5,5,1963,2,1,2,1,1040,1,4,1,1,1040,3,1,2,5,1,0,1,308,1,1,0,0,2,6,2010,1,1,133000,11.7981044072039
"695",1,1,17,1,6,6,5,1988,1,1,1,1,1461,1,1,1,1,1509,3,1,1,5,1,1,4,600,1,1,0,0,1,8,2008,1,2,175000,12.0725412529057
"403",1,1,2,1,2,5,8,1976,1,2,1,1,1437,1,3,1,1,1437,3,1,1,6,1,1,4,528,1,1,21,0,1,7,2007,1,1,218000,12.2922503417712
"201",4,1,6,4,1,6,5,2009,1,1,1,1,612,1,1,1,1,1224,2,1,1,4,1,0,1,528,1,1,234,0,1,6,2009,2,3,173733,12.0652749169136
"295",1,1,16,1,3,5,7,1924,2,2,2,1,784,1,2,1,1,1221,4,1,2,7,1,0,1,392,1,1,0,0,1,3,2006,1,1,104900,11.5607627943844
"377",1,1,12,3,6,5,6,1962,2,1,2,1,1106,1,3,1,1,1190,3,1,2,6,1,0,1,540,1,1,18,0,3,5,2006,1,1,132500,11.7943379244084
"444",1,1,1,1,2,6,5,1997,2,2,1,1,1479,1,1,1,1,1494,3,1,1,6,1,0,1,576,1,1,27,0,1,7,2006,1,1,217000,12.2876526325226
"393",2,1,8,1,8,6,6,1912,2,1,2,1,755,1,1,1,1,2229,5,1,2,8,1,0,1,0,4,3,198,0,2,7,2009,1,2,104000,11.5521461781235
"107",1,1,17,1,2,8,5,2006,1,1,1,1,1638,1,1,1,1,1646,3,1,1,6,1,1,3,870,1,1,80,0,1,11,2007,2,3,248900,12.4248064883557
"855",1,1,10,3,2,4,5,1968,2,1,2,1,1768,1,3,2,1,1768,4,2,2,8,1,0,1,0,4,3,0,0,1,4,2010,1,1,136500,11.8240798936072
"252",1,1,1,1,2,7,5,2004,1,1,1,1,1414,1,1,1,1,1414,3,1,1,6,1,0,1,494,1,1,105,0,1,5,2010,1,1,185500,12.1308101610296
"165",1,1,12,1,2,5,5,1959,2,1,2,1,1148,1,3,1,1,1148,3,1,2,6,1,0,1,672,1,1,0,0,4,7,2009,1,1,132500,11.7943379244084
"696",1,1,4,1,1,8,5,1991,1,1,1,1,1288,1,1,1,1,2417,4,1,1,9,1,1,2,462,1,1,82,0,1,4,2006,1,1,260000,12.4684369099977
"197",1,1,12,1,2,6,5,1953,2,1,2,1,1416,1,3,1,1,1644,3,1,2,7,1,2,3,418,1,1,0,0,1,10,2009,1,1,167000,12.0257490913989
"308",1,1,3,1,1,7,6,1940,2,1,2,1,800,1,3,1,1,1740,3,1,2,6,1,2,3,240,1,1,0,0,1,7,2007,6,1,219500,12.2991075114974
"99",1,1,5,1,2,5,9,1982,1,2,2,1,816,1,1,1,1,816,3,1,1,5,1,1,5,264,1,1,0,0,2,10,2008,1,1,130500,11.7791285057449
"202",1,1,6,1,2,8,5,2007,1,1,1,1,1580,1,1,1,1,1580,3,1,1,7,1,0,1,830,1,1,24,0,1,6,2008,4,3,235128,12.3678853256926
"606",2,1,9,1,3,4,7,1935,2,1,2,1,884,1,1,1,1,1573,3,1,1,6,1,0,1,240,1,1,0,0,1,7,2009,1,1,133000,11.7981044072039
"208",1,1,18,1,1,6,5,1997,2,1,1,1,802,1,2,1,1,1511,3,1,2,8,1,1,2,413,1,1,75,0,1,6,2006,1,1,185000,12.1281111040605
"265",1,1,11,1,1,8,5,2004,1,1,3,1,1143,1,1,1,1,2473,4,1,1,9,1,1,3,852,1,1,151,0,1,10,2007,1,1,317000,12.6666570528594
"186",2,1,9,1,1,5,8,1920,2,1,2,1,939,1,1,1,1,1513,4,1,2,8,1,0,1,180,2,2,0,0,1,5,2007,1,1,137500,11.8313791960888
"63",2,1,8,1,3,5,4,1900,2,1,2,1,540,1,2,2,3,1440,3,1,2,6,1,0,1,352,2,1,0,0,1,4,2006,1,1,79000,11.2772031314492
"302",3,1,14,1,3,4,6,1920,2,1,2,1,637,1,2,1,1,1336,3,1,2,7,1,0,1,570,1,1,47,0,1,9,2006,3,1,108000,11.5898865061064
"861",1,1,12,3,2,3,4,1949,2,1,4,3,0,4,4,2,3,1040,2,2,2,6,1,0,1,400,1,1,0,0,1,5,2006,1,1,87500,11.3793940723457
"108",1,1,9,1,3,5,5,1940,2,1,2,1,883,1,2,1,1,1505,3,1,2,8,1,0,1,240,1,1,0,0,1,7,2008,1,1,145000,11.8844890214027
"542",1,1,20,1,2,7,5,1971,2,1,1,1,1643,1,3,1,1,1824,2,1,1,5,1,2,2,739,1,1,48,0,1,6,2007,1,1,302000,12.618182296357
"313",1,1,20,1,1,6,5,1992,1,1,1,1,1580,1,1,1,1,1953,3,1,1,9,1,2,4,501,1,1,231,0,1,6,2007,1,1,240000,12.3883942023241
"110",2,1,16,4,1,7,5,2004,1,1,1,1,976,1,1,1,1,1708,3,1,1,7,3,0,1,380,1,1,40,0,1,4,2006,1,1,130000,11.7752897294377
"352",1,1,17,1,2,8,5,2007,1,1,1,1,1571,1,1,1,1,1571,3,1,1,7,1,1,3,722,1,1,36,0,1,12,2007,2,3,239000,12.3842188309136
"574",1,1,13,1,2,6,5,1984,2,1,1,1,1040,1,3,1,1,1097,3,1,2,6,1,0,1,480,1,1,0,0,4,5,2010,1,1,152000,11.9316357998284
"591",1,1,12,1,2,5,5,1966,2,1,2,1,864,1,3,1,1,892,3,1,2,5,1,0,1,264,1,1,0,0,3,10,2008,1,1,110000,11.6082356447746
"664",1,1,13,1,2,6,5,1985,1,1,1,1,1298,1,3,1,1,1298,3,1,1,5,1,1,2,403,1,1,26,0,1,5,2006,1,1,180000,12.1007121298723
"822",1,1,12,1,2,6,5,1960,2,1,2,1,1383,1,3,1,1,1383,3,1,2,7,1,0,1,292,1,1,45,0,1,4,2006,1,1,145250,11.8862116747142
"281",1,1,18,1,1,7,5,1999,1,1,1,1,978,1,1,1,1,1983,3,1,1,9,1,1,2,490,1,1,0,0,1,5,2009,1,1,225000,12.3238556811866
"646",1,1,1,1,1,8,5,2002,1,1,1,1,1128,1,1,1,1,2290,4,1,1,9,1,1,3,779,1,1,0,0,1,5,2008,1,1,255900,12.4525420221479
"698",1,1,10,1,3,5,5,1958,1,2,2,1,1052,1,1,1,1,1920,4,1,1,8,1,1,3,451,1,1,0,0,1,7,2006,1,1,172500,12.0581525154536
"796",1,1,13,1,2,5,5,2004,2,1,2,1,1114,1,1,1,1,1114,3,1,1,6,1,0,1,576,1,1,102,0,1,6,2008,1,1,159000,11.9766594812024
"78",1,1,24,1,1,5,6,1921,2,1,2,4,612,1,1,1,1,2601,4,1,2,8,1,0,1,621,1,1,0,0,1,5,2008,1,1,189000,12.1495022940418
"435",1,1,18,1,1,6,5,2000,2,1,1,1,936,1,1,1,1,1792,3,1,2,8,1,1,2,451,1,1,0,0,1,5,2008,1,1,186500,12.136186518066
"23",1,1,18,1,1,6,5,2006,1,1,1,1,728,1,2,1,1,1456,3,1,2,8,1,0,1,429,1,1,0,0,1,5,2006,2,3,172785,12.0598033260287
"339",1,1,16,1,2,6,5,2009,2,1,1,1,1212,1,1,1,1,1212,3,1,1,6,1,0,1,460,1,1,22,0,1,3,2010,1,1,186000,12.1335019526953
"465",1,1,7,1,1,6,6,1974,1,1,2,1,901,1,3,1,1,1876,4,1,1,8,1,1,2,540,3,1,69,0,1,7,2008,1,1,185000,12.1281111040605
"751",4,1,6,1,2,8,5,2006,1,1,1,1,1656,1,1,1,1,1656,3,1,1,7,1,0,1,826,1,1,146,0,1,7,2007,1,1,249700,12.4280154762679
"683",1,1,5,1,1,5,4,1969,2,1,2,1,784,1,1,1,1,1968,4,1,2,7,4,1,6,530,1,1,189,0,2,9,2008,1,1,172000,12.0552497557956
"161",2,1,3,4,2,8,5,2004,1,1,3,1,1594,1,1,1,1,1646,2,1,1,5,1,1,3,482,1,1,53,0,1,1,2008,1,1,275000,12.5245263766487
"67",1,1,12,1,2,5,7,1954,2,1,2,1,1086,1,2,1,1,1086,3,1,2,6,1,0,1,490,1,1,0,0,3,5,2010,1,1,144900,11.8837991283088
