"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"243",20,5,8900,1,1,1,1,1,1,1,13,1,1,1,2,4,4,1966,1966,1,1,4,4,2,2,1,2,2,1,1,4,1056,1,0,0,1056,1,3,1,1,1056,0,0,1056,1,0,1,0,2,1,2,5,1,0,1,2,2,1,384,1,1,1,0,42,0,0,0,0,1,2,1,0,11,2006,1,1,107000
"244",75,1,11888,1,3,2,2,1,1,1,9,3,1,1,7,6,6,1916,1994,1,1,3,3,2,2,1,3,2,1,1,3,0,1,0,844,844,1,2,2,3,1445,689,0,2134,0,0,2,0,5,1,1,10,1,0,1,2,2,2,441,1,1,1,0,60,268,0,0,0,1,1,1,0,7,2009,1,1,214500
"245",90,1,7018,1,1,1,2,1,1,1,13,2,1,3,5,5,5,1979,1979,1,1,8,5,3,2,1,2,1,1,4,1,1086,1,0,0,1086,1,3,1,1,1224,0,0,1224,2,0,0,2,2,2,2,6,1,2,2,2,2,2,528,1,1,1,120,0,0,0,0,0,1,1,1,0,6,2009,1,5,153337
"246",20,1,25095,1,1,2,3,1,1,3,20,1,1,1,2,5,8,1968,2003,5,6,3,6,2,2,1,2,2,1,2,1,1324,1,0,113,1437,1,1,1,1,1473,0,0,1473,2,0,1,0,1,1,3,5,1,2,3,1,2,1,452,1,1,1,0,48,0,0,60,0,1,1,1,0,6,2009,1,3,143000
"247",60,1,8963,1,1,2,1,1,1,1,7,1,1,1,1,8,9,1976,1996,2,1,1,1,1,3,2,2,2,2,1,1,575,4,80,487,1142,1,1,1,1,1175,1540,0,2715,0,1,3,1,4,1,1,11,1,2,2,3,3,2,831,1,1,1,0,204,0,0,0,0,1,1,1,0,7,2008,1,1,299800
"248",60,1,10000,1,1,1,1,1,1,1,1,1,1,1,1,8,5,1995,1996,1,1,1,1,1,1,1,1,1,1,1,1,1079,1,0,141,1220,1,1,1,1,1220,870,0,2090,1,0,2,1,3,1,1,8,1,1,2,1,1,2,556,1,1,1,0,65,0,0,0,0,1,1,1,0,12,2007,1,1,240000
"249",20,1,7350,1,1,1,1,1,3,1,12,1,1,1,2,5,7,1951,1951,1,1,4,4,2,2,1,2,2,1,3,2,852,1,0,100,952,1,3,1,1,952,0,0,952,1,0,1,0,2,1,2,4,1,0,1,2,2,2,840,1,1,1,0,0,0,0,0,0,1,1,1,0,6,2008,3,2,139000
"250",190,2,9142,1,2,1,1,1,1,1,8,1,1,2,1,6,8,1910,1950,1,1,9,10,2,2,3,6,5,1,1,3,0,1,0,1020,1020,1,2,2,4,908,1020,0,1928,0,0,2,0,4,2,4,9,1,0,1,2,2,1,440,6,5,1,0,60,112,0,0,0,1,1,1,0,4,2006,1,1,137000
"251",20,4,9000,1,1,1,1,1,1,1,6,1,1,1,2,8,5,2008,2008,1,1,1,1,3,1,1,1,1,1,4,1,1078,1,0,488,1566,1,1,1,1,1566,0,0,1566,1,0,2,0,3,1,1,7,1,0,1,1,1,2,750,1,1,1,144,168,0,0,0,0,1,1,1,0,4,2010,1,1,262500
"252",20,1,8773,1,1,1,1,1,2,1,1,1,1,1,2,7,5,2004,2004,1,1,1,1,1,1,1,1,1,1,4,1,24,1,0,1390,1414,1,1,1,1,1414,0,0,1414,0,0,2,0,3,1,1,6,1,0,1,1,1,2,494,1,1,1,132,105,0,0,0,0,1,1,1,0,5,2010,1,1,185500
"253",70,2,6882,1,1,1,1,1,1,1,14,1,1,1,1,6,7,1914,2006,1,1,3,6,2,2,1,1,2,1,1,3,0,1,0,684,684,1,3,1,1,773,582,0,1355,0,0,1,1,3,1,1,7,1,0,1,5,4,0,0,4,3,1,136,0,115,0,0,0,1,1,1,0,3,2007,1,1,127000
"254",20,1,9156,1,1,2,1,1,1,1,7,3,1,1,2,6,7,1968,1968,2,1,5,8,2,2,1,2,2,1,1,3,0,1,0,1489,1489,1,2,1,1,1489,0,0,1489,0,0,2,0,3,1,1,7,1,1,3,1,1,2,462,1,1,1,0,0,0,0,0,0,1,1,1,0,8,2009,1,1,185750
"255",70,2,7740,1,1,1,1,1,1,1,8,1,1,1,1,4,7,1910,1950,1,1,1,1,2,2,1,2,5,1,1,3,0,1,0,622,622,1,2,1,1,741,622,0,1363,0,0,1,0,3,1,2,6,1,0,1,2,2,2,528,1,1,1,0,0,0,0,168,0,1,1,1,0,6,2010,1,1,125500
"256",60,4,8125,1,1,1,1,1,1,1,6,1,1,1,1,7,6,2007,2007,1,1,7,7,5,1,1,1,1,1,1,3,0,1,0,813,813,1,1,1,1,822,843,0,1665,0,0,2,1,3,1,1,7,1,0,1,1,1,2,562,1,1,1,0,0,0,0,0,0,1,1,1,0,5,2008,1,1,205950
"257",120,2,4426,1,1,1,1,1,1,1,1,1,1,4,2,6,5,2004,2004,1,1,1,1,1,1,1,1,1,1,2,1,697,1,0,151,848,1,1,1,1,848,0,0,848,1,0,1,0,1,1,1,3,1,1,2,1,1,2,420,1,1,1,149,0,0,0,0,0,1,1,1,0,5,2008,1,1,141000
"258",80,1,10784,1,1,2,1,1,2,1,18,1,1,1,6,7,5,1991,1992,1,1,4,4,1,1,1,1,1,1,1,3,0,1,0,384,384,1,2,1,1,802,670,0,1472,0,0,2,1,3,1,1,7,1,1,2,1,1,2,402,1,1,1,164,0,0,0,0,0,1,1,1,0,5,2007,1,1,160000
"259",120,2,4426,1,1,1,1,1,1,1,1,1,1,4,2,6,5,2004,2004,1,1,1,1,1,1,1,1,1,1,4,1,662,1,0,186,848,1,1,1,1,848,0,0,848,1,0,1,0,1,1,1,3,1,0,1,1,1,2,420,1,1,1,160,0,0,0,0,0,1,1,1,0,5,2010,1,1,143000
"260",30,2,3636,1,1,1,1,1,1,1,14,1,1,1,2,4,4,1922,1950,1,1,9,10,2,2,1,3,2,4,1,3,0,1,0,796,796,1,4,2,1,796,0,0,796,0,0,1,0,2,1,2,5,1,0,1,5,4,0,0,4,3,2,0,0,100,0,0,0,1,2,1,0,1,2008,1,1,55000
"261",60,1,9364,1,1,1,1,1,3,1,10,1,1,1,1,6,7,1969,1969,1,1,4,4,3,2,1,2,2,1,1,2,371,1,0,292,663,1,3,1,1,663,689,0,1352,0,0,1,1,4,1,2,7,1,0,1,1,3,1,299,1,1,1,379,36,0,0,0,0,1,2,1,0,3,2010,1,1,158000
"262",160,1,2308,1,1,1,1,1,3,1,21,1,1,4,1,6,6,1976,1976,1,1,8,11,2,2,1,2,1,1,1,2,556,1,0,248,804,1,3,1,1,804,744,0,1548,1,0,2,1,3,1,1,7,1,1,2,2,2,2,440,1,1,1,48,0,0,0,0,0,1,1,1,0,7,2007,1,1,155000
"263",50,1,9492,1,1,1,1,1,1,1,12,4,1,1,3,5,5,1941,1950,1,1,6,3,2,2,1,2,2,1,1,4,368,2,41,359,768,1,3,1,1,968,408,0,1376,1,0,1,0,3,1,2,6,1,1,3,1,2,1,240,1,1,1,0,0,0,0,0,0,1,1,1,0,4,2007,1,1,105000
"264",50,2,6240,1,1,1,1,1,1,1,9,1,1,1,3,5,6,1928,1950,1,1,2,2,2,2,1,3,2,1,1,3,0,1,0,1042,1042,1,1,1,1,1042,534,0,1576,0,0,1,0,3,1,2,8,1,1,3,2,2,1,225,1,1,1,0,0,0,0,0,0,1,1,1,0,8,2006,1,6,149000
"265",60,1,9591,1,1,1,1,1,1,1,11,1,1,1,1,8,5,2004,2005,1,1,1,1,1,1,1,1,3,1,4,3,0,1,0,1143,1143,1,1,1,1,1143,1330,0,2473,0,0,2,1,4,1,1,9,1,1,3,3,1,3,852,1,1,1,192,151,0,0,0,0,1,1,1,0,10,2007,1,1,317000
"266",120,2,4500,1,1,1,1,1,2,1,5,1,1,4,2,6,5,1998,1998,2,1,1,1,1,2,2,1,3,2,1,1,1201,1,0,36,1237,1,1,1,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,0,1,1,3,2,405,1,1,1,0,199,0,0,0,0,1,1,1,0,3,2006,1,1,153500
"267",20,1,9560,1,1,2,1,1,3,1,1,1,1,1,2,5,7,1972,1972,2,1,2,2,2,2,2,2,2,1,3,4,360,1,0,504,864,1,1,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,1,1,1,1,288,1,1,1,0,0,0,0,0,0,1,1,1,0,6,2006,1,1,128500
"268",60,1,9572,1,1,2,1,1,1,1,4,1,1,1,1,8,5,1990,1990,1,1,3,6,1,1,1,1,3,1,1,1,482,1,0,971,1453,1,1,1,1,1453,1357,0,2810,0,0,2,1,4,1,1,9,1,1,5,1,1,2,750,3,4,1,500,0,0,0,0,0,1,1,1,0,6,2007,1,1,302000
"269",60,1,9430,1,1,1,1,1,1,1,4,1,1,1,1,8,5,1999,1999,1,1,1,1,1,1,1,1,1,1,3,1,1163,1,0,89,1252,1,1,1,1,1268,1097,0,2365,1,0,2,1,3,1,1,8,1,1,3,1,1,3,856,1,1,1,0,128,0,0,180,0,1,1,1,0,7,2009,1,1,337000
"270",20,1,12968,1,1,3,1,1,1,1,10,1,1,1,2,5,6,1962,1962,2,1,4,5,2,2,1,2,2,1,1,2,737,1,0,175,912,1,3,1,1,912,0,0,912,1,0,1,0,2,1,2,4,1,0,1,2,2,1,352,1,1,1,140,0,0,0,176,0,1,1,1,0,9,2008,1,1,144000
"271",85,1,8400,1,1,1,1,1,1,1,10,1,1,1,5,6,5,1966,1966,1,1,1,1,2,2,1,2,2,1,2,7,187,5,627,0,814,1,2,1,1,913,0,0,913,1,0,1,0,3,1,2,6,1,0,1,2,2,1,240,1,1,1,0,0,252,0,0,0,1,1,1,0,5,2007,1,1,129000
"272",20,1,17140,1,1,1,1,1,1,1,16,1,1,1,2,4,6,1956,1956,1,1,1,1,2,2,1,2,2,1,1,2,1059,1,0,75,1134,1,1,1,3,1229,0,0,1229,0,0,1,0,3,1,2,6,1,0,1,1,1,1,284,1,1,1,0,0,0,0,0,0,1,1,1,0,4,2009,1,1,135000
"273",60,1,8450,1,1,1,1,1,1,1,1,1,1,1,1,7,5,2003,2003,1,1,1,1,1,1,1,1,1,1,1,1,706,1,0,150,856,1,1,1,1,856,854,0,1710,1,0,2,1,3,1,1,8,1,0,1,1,1,2,548,1,1,1,0,61,0,0,0,0,1,1,1,0,2,2008,1,1,208500
"274",60,1,14215,1,1,2,1,1,3,1,11,1,1,1,1,8,5,2005,2006,1,1,1,1,1,1,1,1,3,1,4,3,0,1,0,1158,1158,1,1,1,1,1158,1218,0,2376,0,0,3,1,4,1,1,9,1,1,3,3,1,3,853,1,1,1,240,154,0,0,0,0,1,1,1,0,11,2006,2,3,325300
"275",60,1,8123,1,1,2,1,1,1,1,18,7,1,1,1,6,5,2000,2000,1,1,1,1,1,2,1,1,1,1,1,3,0,1,0,982,982,1,1,1,1,1007,793,0,1800,0,0,2,1,3,1,2,7,1,1,2,1,3,2,463,1,1,1,100,63,0,0,0,0,1,1,1,0,6,2009,1,1,179000
"276",20,1,9262,1,1,1,1,1,1,1,6,1,1,1,2,8,5,2008,2009,1,1,7,7,3,1,1,1,1,1,1,3,0,1,0,1573,1573,1,1,1,1,1578,0,0,1578,0,0,2,0,3,1,3,7,1,1,3,1,3,3,840,1,1,1,0,36,0,0,0,0,1,1,1,0,5,2009,2,3,287090
"277",60,1,12205,1,1,2,3,1,1,1,20,1,1,1,1,6,8,1966,2007,1,1,4,4,1,2,1,2,2,4,2,7,568,1,0,264,832,1,2,1,1,976,1111,0,2087,0,0,2,1,5,1,1,9,1,0,1,1,3,2,444,1,1,1,133,168,0,0,0,0,1,1,1,0,7,2007,1,1,187500
"278",70,1,11988,1,1,2,4,1,1,2,3,1,1,1,1,6,7,1934,1995,2,1,10,9,2,2,1,2,2,1,1,7,326,1,0,389,715,1,4,1,3,849,811,0,1660,0,0,1,1,3,1,2,6,1,1,3,2,2,1,240,1,1,1,0,0,0,0,0,0,1,1,1,0,8,2008,1,1,188700
"279",60,1,10380,1,1,2,1,1,1,1,13,1,1,1,1,7,5,1986,1987,1,1,8,5,1,1,1,2,2,1,2,7,28,4,1474,0,1502,1,1,1,1,1553,1177,0,2730,1,0,2,1,4,1,1,8,1,1,2,1,3,2,576,1,1,1,201,96,0,0,0,0,1,2,1,0,8,2007,1,1,301000
"280",60,1,14191,1,1,1,1,1,1,1,17,1,1,1,1,8,5,2002,2002,1,1,1,1,2,1,1,1,1,1,1,3,0,1,0,967,967,1,1,1,1,993,915,0,1908,0,0,2,1,4,1,1,9,1,0,1,1,3,2,431,1,1,1,135,0,0,0,0,0,1,1,1,0,4,2010,1,1,202900
"281",60,1,10762,1,1,2,1,1,4,1,18,1,1,1,1,7,5,1999,1999,1,1,1,1,2,1,1,1,1,1,1,1,694,1,0,284,978,1,1,1,1,1005,978,0,1983,0,0,2,1,3,1,1,9,1,1,2,1,3,2,490,1,1,1,0,0,0,0,0,0,1,1,1,0,5,2009,1,1,225000
"282",80,1,10395,1,1,2,1,1,2,1,7,1,1,1,6,6,6,1978,1978,1,1,4,4,1,2,1,2,1,1,4,2,605,1,0,427,1032,1,3,1,1,1032,0,0,1032,0,1,2,0,3,1,2,6,1,1,2,1,2,2,564,1,1,1,0,0,0,0,0,0,1,2,2,500,7,2007,1,1,148000
"283",60,1,14762,1,1,3,1,1,3,1,18,2,1,1,1,5,6,1948,1950,1,1,8,5,2,2,1,5,4,3,5,6,0,3,0,0,0,1,2,1,1,1547,720,53,2320,0,0,2,0,2,1,2,7,1,1,2,1,2,2,672,1,1,3,120,144,0,0,0,0,1,1,1,0,5,2006,1,1,169000
"284",20,1,20896,1,1,3,1,1,4,1,6,7,1,1,2,8,5,2005,2006,1,1,1,1,2,1,1,1,3,1,3,1,1721,1,0,356,2077,1,1,1,1,2097,0,0,2097,1,0,1,1,1,1,3,8,1,1,5,1,3,3,1134,1,1,1,192,267,0,0,0,0,1,1,1,0,1,2006,2,3,423000
"285",60,4,9000,1,1,1,1,1,1,1,6,1,1,1,1,8,5,2006,2006,1,1,1,1,2,1,1,1,1,1,4,3,0,1,0,1088,1088,1,1,1,1,1088,871,0,1959,0,0,2,1,3,1,1,8,1,1,3,1,1,3,1025,1,1,1,208,46,0,0,0,0,1,1,1,0,12,2007,1,1,270000
"286",20,1,9520,1,1,2,4,1,1,1,17,1,1,1,2,8,5,2007,2008,1,1,1,1,3,1,1,1,1,1,2,1,1513,1,0,125,1638,1,1,1,1,1646,0,0,1646,1,0,2,0,3,1,1,7,1,1,3,1,1,3,800,1,1,1,192,44,0,0,0,0,1,1,1,0,4,2008,2,3,293077
"287",120,2,4500,1,1,1,1,1,2,1,5,1,1,4,2,6,5,1998,1998,2,1,1,1,1,2,1,1,3,1,1,1,866,1,0,338,1204,1,1,1,1,1204,0,0,1204,1,0,2,0,2,1,2,5,1,0,1,1,3,2,412,1,1,1,0,247,0,0,0,0,1,1,1,0,6,2009,1,1,162000
"288",180,2,3675,1,1,1,1,1,1,1,16,1,1,4,5,6,5,2005,2006,1,1,1,1,1,2,1,1,1,1,2,1,547,1,0,0,547,1,2,1,1,1072,0,0,1072,1,0,2,0,2,1,2,5,1,0,1,6,3,2,525,1,1,1,0,44,0,0,0,0,1,1,1,0,6,2006,2,3,140000
"289",20,1,9360,1,1,1,1,1,1,1,7,1,1,1,2,6,7,1972,2006,2,1,8,5,2,2,1,2,2,1,1,2,982,1,0,179,1161,1,3,1,1,1381,0,0,1381,1,0,1,1,3,1,1,5,1,1,2,1,1,2,676,1,1,1,0,0,0,0,0,0,1,1,1,0,3,2010,1,1,197500
"290",50,1,7264,1,1,1,1,1,1,1,9,1,1,1,3,7,7,1925,2007,1,1,3,6,2,1,2,3,2,1,1,3,0,1,0,952,952,2,2,2,1,952,596,0,1548,0,0,2,1,3,1,3,5,1,0,1,2,2,2,672,1,1,1,74,0,0,0,144,0,1,1,1,0,10,2009,1,1,205000
"291",20,1,7990,1,1,2,1,1,1,1,1,1,1,1,2,5,6,1975,1975,2,1,4,4,2,2,1,2,1,1,1,3,0,1,0,924,924,1,3,1,1,924,0,0,924,0,0,1,0,3,1,2,5,1,0,1,2,2,1,280,1,1,1,0,0,0,0,0,0,1,2,1,0,4,2008,1,1,110000
"292",20,1,15870,1,1,2,1,1,3,1,12,1,1,1,2,5,5,1969,1969,1,1,1,5,2,2,1,2,2,1,3,5,75,5,791,230,1096,1,1,1,1,1096,0,0,1096,1,0,1,0,3,1,2,6,1,0,1,1,3,1,299,1,1,1,240,32,0,0,0,0,1,1,1,0,3,2006,1,2,138800
"293",20,1,15306,1,1,2,4,1,3,1,17,1,1,1,2,8,5,2006,2007,1,1,1,1,3,1,1,1,3,1,2,1,80,1,0,1652,1732,1,1,1,1,1776,0,0,1776,1,0,2,0,3,1,1,7,1,1,3,1,3,3,712,1,1,1,0,0,0,0,0,0,1,1,1,0,5,2007,2,3,283463
"294",50,2,6240,1,1,1,1,1,1,1,9,1,1,1,3,5,4,1936,1950,1,1,2,2,2,2,1,3,1,1,1,3,0,1,0,896,896,1,2,1,3,896,448,0,1344,0,0,1,0,3,1,2,7,1,0,1,2,2,1,240,2,1,1,200,114,0,0,0,0,1,1,1,0,4,2006,1,1,115000
"295",50,1,9738,1,1,1,1,1,1,1,16,1,1,1,3,5,7,1924,1950,1,1,9,10,2,2,2,3,2,1,1,5,392,1,0,392,784,1,2,1,1,949,272,0,1221,1,0,1,0,4,1,2,7,1,0,1,1,2,1,392,1,1,1,0,0,236,0,0,0,1,1,1,0,3,2006,1,1,104900
"296",60,1,8760,1,1,1,1,1,1,1,1,1,1,1,1,7,5,2006,2006,1,1,1,1,2,1,1,1,1,2,3,1,464,1,0,927,1391,1,1,1,1,1391,571,0,1962,0,0,2,1,3,1,1,7,1,0,1,1,1,3,868,1,1,1,0,90,0,0,0,0,1,1,1,0,8,2006,2,3,239799
"297",60,1,11787,1,1,2,1,1,1,1,4,1,1,1,1,7,5,1996,1997,1,1,1,1,1,1,1,1,1,1,1,1,719,1,0,660,1379,1,1,1,1,1383,1015,0,2398,1,0,2,1,3,1,1,8,1,1,2,1,3,3,834,1,1,1,239,60,0,0,0,0,1,1,1,0,8,2007,1,1,315750
"298",20,1,16635,1,1,2,1,1,2,1,7,1,1,1,2,6,7,1977,2000,1,1,7,7,3,1,1,2,1,1,1,2,1246,1,0,356,1602,1,2,1,1,1602,0,0,1602,0,1,2,0,3,1,1,8,1,1,2,1,3,2,529,1,1,1,240,0,0,0,0,0,1,1,1,0,6,2009,1,1,215000
"299",20,1,6173,1,1,2,1,1,1,1,10,1,1,1,2,5,6,1967,1967,1,1,4,6,1,2,1,2,2,1,1,1,599,1,0,277,876,1,3,1,1,902,0,0,902,0,0,1,0,3,1,2,6,1,0,1,1,2,1,288,1,1,1,0,0,0,0,0,0,1,2,1,0,8,2007,1,1,125500
"300",80,1,16157,1,1,2,1,1,2,1,2,2,1,1,6,5,7,1978,1978,1,1,8,5,2,2,1,1,1,1,2,2,680,5,391,289,1360,1,1,1,1,1432,0,0,1432,1,0,1,1,2,1,1,5,1,1,2,1,2,2,588,1,1,1,168,180,0,0,0,0,1,1,1,0,6,2007,1,1,194000
"301",20,1,12735,1,1,2,1,1,2,1,12,1,1,1,2,4,5,1972,1972,2,1,2,2,2,2,1,2,2,1,1,5,600,1,0,264,864,1,3,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,1,2,2,2,576,1,1,1,216,0,0,0,0,0,1,5,1,0,4,2008,3,1,111250
"302",50,3,11040,1,1,1,3,1,1,2,14,1,1,1,3,4,6,1920,1950,1,1,2,2,2,2,1,2,2,1,1,4,637,1,0,0,637,1,2,1,1,897,439,0,1336,0,0,1,1,3,1,2,7,1,0,1,4,2,1,570,1,1,1,0,47,120,0,0,0,1,1,1,0,9,2006,3,1,108000
"303",60,1,13418,1,1,1,1,1,1,1,11,1,1,1,1,8,5,2004,2005,1,1,1,1,3,1,1,1,3,1,4,3,0,1,0,1117,1117,1,1,1,1,1132,1320,0,2452,0,0,3,1,4,1,1,9,1,1,3,3,3,3,691,1,1,1,113,32,0,0,0,0,1,1,1,0,9,2006,1,1,309000
"304",30,2,6120,1,1,1,1,1,1,1,9,1,1,1,2,5,7,1925,1950,1,1,2,2,2,2,1,3,2,1,1,4,489,1,0,279,768,1,3,2,1,1015,0,0,1015,0,0,1,0,3,1,2,6,2,0,1,2,2,1,450,1,1,1,0,0,112,0,120,0,1,2,2,620,7,2006,1,2,88000
"305",50,1,11409,1,1,1,1,1,1,1,16,1,1,1,3,5,4,1949,2008,1,1,3,6,2,2,1,2,2,1,1,7,292,1,0,476,768,1,2,1,1,1148,568,0,1716,0,0,1,1,3,1,2,8,4,1,3,1,2,1,281,1,1,1,0,0,0,0,160,0,1,1,1,0,1,2009,1,1,131000
"306",20,1,7162,1,1,2,1,1,1,1,10,1,1,1,2,5,7,1966,1966,1,1,4,4,4,2,1,1,2,1,1,3,0,1,0,876,876,1,3,1,1,904,0,0,904,0,0,1,0,3,1,2,6,1,0,1,1,2,1,408,1,1,1,0,0,0,0,0,0,1,2,1,0,12,2008,1,2,109900
"307",20,1,11160,1,1,1,1,1,3,1,12,1,1,1,2,7,5,1968,1968,2,1,5,8,2,1,1,2,2,1,1,2,1065,1,0,1045,2110,1,1,1,1,2110,0,0,2110,1,0,2,1,3,1,3,8,1,2,2,1,3,2,522,1,1,1,0,0,0,0,0,0,1,1,1,0,4,2010,1,1,244000
"308",70,1,13125,1,1,1,1,1,1,1,3,1,1,1,1,7,6,1940,1984,1,1,3,6,2,2,1,2,2,1,1,5,410,1,0,390,800,1,3,1,1,960,780,0,1740,0,0,1,1,3,1,2,6,1,2,3,1,2,1,240,1,1,1,0,0,0,0,0,0,1,1,1,0,7,2007,6,1,219500
"309",50,1,14115,1,1,2,1,1,1,1,5,1,1,1,3,5,5,1993,1995,1,1,1,1,2,2,1,4,1,1,1,1,732,1,0,64,796,1,1,1,1,796,566,0,1362,1,0,1,1,1,1,2,5,1,0,1,1,2,2,480,1,1,1,40,30,0,320,0,0,1,2,2,700,10,2009,1,1,143000
"310",20,1,7930,1,1,1,1,1,1,1,12,1,1,1,2,6,8,1969,2005,1,1,8,5,2,2,1,2,2,1,1,1,439,6,472,115,1026,1,2,1,1,1026,0,0,1026,1,0,1,0,3,1,1,5,1,0,1,2,1,2,440,1,1,1,171,48,0,0,0,0,1,1,1,0,7,2009,1,1,156000
"311",20,1,7200,1,1,1,1,1,1,1,12,1,1,1,2,5,7,1955,2007,1,1,1,1,2,2,1,5,4,3,5,6,0,3,0,0,0,1,1,1,1,827,0,0,827,0,0,1,0,2,1,2,5,5,1,6,2,2,1,392,1,1,1,0,0,0,0,0,0,1,1,1,0,4,2010,1,1,107500
"312",60,1,17542,1,1,2,1,1,1,1,2,1,1,1,1,7,7,1974,2003,1,1,3,6,2,1,1,2,2,1,2,7,125,4,1031,36,1192,1,3,1,1,1516,651,0,2167,1,0,2,1,3,1,1,9,1,2,3,1,1,2,518,1,1,1,220,47,0,0,0,0,1,2,1,0,7,2007,1,1,294000
"313",60,1,53107,1,1,3,3,1,3,2,20,2,1,1,1,6,5,1992,1992,1,1,4,4,2,1,1,1,1,1,4,1,985,1,0,595,1580,1,1,1,1,1079,874,0,1953,1,0,2,1,3,1,1,9,1,2,4,1,3,2,501,1,1,1,216,231,0,0,0,0,1,1,1,0,6,2007,1,1,240000
"314",120,1,3182,1,1,1,1,1,1,1,22,1,1,4,2,7,5,2005,2006,1,1,1,1,1,1,1,1,1,2,1,1,16,1,0,1330,1346,1,1,1,1,1504,0,0,1504,0,0,2,0,2,1,1,7,1,1,3,1,3,2,437,1,1,1,156,20,0,0,0,0,1,1,1,0,5,2008,1,1,191000
"315",60,1,9247,1,1,2,1,1,1,1,12,1,1,1,1,6,6,1962,1962,1,1,4,4,1,2,1,2,2,1,1,4,319,1,0,539,858,1,1,1,1,858,858,0,1716,0,0,1,1,4,1,2,8,1,1,3,1,3,2,490,1,1,1,0,84,0,0,120,0,1,1,1,0,3,2008,1,1,171000
"316",20,1,3182,1,1,1,1,1,1,1,22,1,1,1,2,7,5,2007,2007,1,1,1,1,1,1,1,1,1,1,4,3,0,1,0,1266,1266,1,1,1,1,1266,0,0,1266,0,0,2,0,2,1,1,6,1,1,3,1,3,2,388,1,1,1,100,16,0,0,0,0,1,1,1,0,3,2008,1,1,159895
"317",20,1,10335,1,1,2,1,1,1,1,10,1,1,1,2,5,6,1968,1993,1,1,8,5,2,2,1,2,2,1,1,4,570,1,0,891,1461,1,2,1,1,1721,0,0,1721,0,0,2,1,3,1,2,7,2,1,2,1,1,2,440,1,1,1,0,96,180,0,0,0,1,2,1,0,7,2006,1,1,180000
"318",80,1,7937,1,1,2,1,1,4,1,5,1,1,1,6,6,6,1984,1984,1,1,4,4,2,2,1,2,2,1,4,1,819,1,0,184,1003,1,3,1,1,1003,0,0,1003,1,0,1,0,3,1,2,6,1,0,1,2,2,2,588,1,1,1,120,0,0,0,0,0,1,4,1,0,3,2006,1,1,142500
"319",20,1,9525,1,1,1,1,1,1,1,1,1,1,1,2,5,6,1995,2006,1,1,1,1,2,2,1,1,1,1,1,3,0,1,0,1099,1099,1,1,1,1,1099,0,0,1099,0,0,1,1,3,1,1,6,1,0,1,1,2,1,352,1,1,1,278,0,0,0,0,0,1,1,1,0,6,2008,1,1,144000
"320",20,1,8120,1,1,1,1,1,1,1,12,1,1,1,2,4,7,1970,1970,1,1,2,2,2,2,2,2,2,1,1,2,191,1,0,673,864,1,1,1,1,864,0,0,864,0,0,1,0,3,1,2,5,1,0,1,2,2,2,463,1,1,1,0,0,0,0,0,0,1,1,1,0,7,2009,1,1,124500
"321",120,1,5389,1,1,2,1,1,1,1,19,1,1,4,2,8,5,1995,1996,1,1,7,7,2,1,1,1,1,1,1,1,1180,1,0,415,1595,1,1,1,1,1616,0,0,1616,1,0,2,0,2,1,1,5,1,1,2,1,1,2,608,1,1,1,237,152,0,0,0,0,1,1,1,0,3,2010,1,1,236500
"322",30,1,10800,1,2,1,1,1,1,1,8,1,1,1,2,4,6,1927,2007,1,1,3,6,2,2,1,3,2,1,1,3,0,1,0,656,656,1,3,1,1,968,0,0,968,0,0,2,0,4,1,2,5,1,0,1,2,2,1,216,2,2,1,0,0,0,0,0,0,1,1,1,0,8,2007,1,1,64500
"323",20,1,57200,1,1,2,2,1,1,3,17,1,1,1,2,5,5,1948,1950,1,1,3,6,2,2,1,2,2,1,4,5,353,5,334,60,747,1,3,1,1,1687,0,0,1687,1,0,1,0,3,1,2,7,2,2,2,2,2,2,572,1,1,2,0,0,50,0,0,0,1,1,1,0,6,2010,1,1,160000
